disease,risk_factor,region,sex,age,value
Ischemic Heart Disease,Hazardous and harmful alcohol use,Tropical Latin America,Male,20 to 24,1.00000000240835
Ischemic Heart Disease,Hazardous and harmful alcohol use,Tropical Latin America,Male,25 to 29,1.00000000240835
Ischemic Heart Disease,Hazardous and harmful alcohol use,Tropical Latin America,Male,30 to 39,1.00000002224079
Ischemic Heart Disease,Hazardous and harmful alcohol use,Tropical Latin America,Male,40 to 49,1.00000004505847
Ischemic Heart Disease,Hazardous and harmful alcohol use,Tropical Latin America,Male,50 to 59,1.00000004505847
Ischemic Heart Disease,Hazardous and harmful alcohol use,Tropical Latin America,Male,60 to 69,1.00000002543947
Ischemic Heart Disease,Hazardous and harmful alcohol use,Tropical Latin America,Male,70 to 79,0.999999998141631
Ischemic Heart Disease,Hazardous and harmful alcohol use,Tropical Latin America,Male,80 to 100,0.999999998141631
Ischemic Heart Disease,Hazardous and harmful alcohol use,Tropical Latin America,Female,15 to 19,1.20795430396194
Ischemic Heart Disease,Hazardous and harmful alcohol use,Tropical Latin America,Female,20 to 24,1.20795430396194
Ischemic Heart Disease,Hazardous and harmful alcohol use,Tropical Latin America,Female,25 to 29,1.20795430396194
Ischemic Heart Disease,Hazardous and harmful alcohol use,Tropical Latin America,Female,30 to 39,1.20369058308622
Ischemic Heart Disease,Hazardous and harmful alcohol use,Tropical Latin America,Female,40 to 49,1.19890076914255
Ischemic Heart Disease,Hazardous and harmful alcohol use,Tropical Latin America,Female,50 to 59,1.19890076914255
Ischemic Heart Disease,Hazardous and harmful alcohol use,Tropical Latin America,Female,60 to 69,1.17328840549087
Ischemic Heart Disease,Hazardous and harmful alcohol use,Tropical Latin America,Female,70 to 79,1.13898426943831
Ischemic Heart Disease,Hazardous and harmful alcohol use,Tropical Latin America,Female,80 to 100,1.13898426943831
Ischemic Heart Disease,Physical Inactivity,Tropical Latin America,Male,30 to 39,1.66
Ischemic Heart Disease,Physical Inactivity,Tropical Latin America,Male,40 to 49,1.66
Ischemic Heart Disease,Physical Inactivity,Tropical Latin America,Male,50 to 59,1.66
Ischemic Heart Disease,Physical Inactivity,Tropical Latin America,Male,60 to 69,1.66
Ischemic Heart Disease,Physical Inactivity,Tropical Latin America,Male,70 to 79,1.51
Ischemic Heart Disease,Physical Inactivity,Tropical Latin America,Male,80 to 100,1.51
Ischemic Heart Disease,Physical Inactivity,Tropical Latin America,Female,30 to 39,1.66
Ischemic Heart Disease,Physical Inactivity,Tropical Latin America,Female,40 to 49,1.66
Ischemic Heart Disease,Physical Inactivity,Tropical Latin America,Female,50 to 59,1.66
Ischemic Heart Disease,Physical Inactivity,Tropical Latin America,Female,60 to 69,1.66
Ischemic Heart Disease,Physical Inactivity,Tropical Latin America,Female,70 to 79,1.51
Ischemic Heart Disease,Physical Inactivity,Tropical Latin America,Female,80 to 100,1.51
Ischemic Heart Disease,Tobacco,Tropical Latin America,Male,30 to 39,5.51
Ischemic Heart Disease,Tobacco,Tropical Latin America,Male,40 to 49,5.51
Ischemic Heart Disease,Tobacco,Tropical Latin America,Male,50 to 59,3.04
Ischemic Heart Disease,Tobacco,Tropical Latin America,Male,60 to 69,1.88
Ischemic Heart Disease,Tobacco,Tropical Latin America,Male,70 to 79,1.44
Ischemic Heart Disease,Tobacco,Tropical Latin America,Male,80 to 100,1.44
Ischemic Heart Disease,Tobacco,Tropical Latin America,Female,30 to 39,2.26
Ischemic Heart Disease,Tobacco,Tropical Latin America,Female,40 to 49,2.26
Ischemic Heart Disease,Tobacco,Tropical Latin America,Female,50 to 59,3.78
Ischemic Heart Disease,Tobacco,Tropical Latin America,Female,60 to 69,2.53
Ischemic Heart Disease,Tobacco,Tropical Latin America,Female,70 to 79,1.68
Ischemic Heart Disease,Tobacco,Tropical Latin America,Female,80 to 100,1.68
Ischemic Heart Disease,Mean systolic blood pressure (mmHG),Tropical Latin America,Male,30 to 39,2.04
Ischemic Heart Disease,Mean systolic blood pressure (mmHG),Tropical Latin America,Male,40 to 49,2.04
Ischemic Heart Disease,Mean systolic blood pressure (mmHG),Tropical Latin America,Male,50 to 59,2.01
Ischemic Heart Disease,Mean systolic blood pressure (mmHG),Tropical Latin America,Male,60 to 69,1.85
Ischemic Heart Disease,Mean systolic blood pressure (mmHG),Tropical Latin America,Male,70 to 79,1.67
Ischemic Heart Disease,Mean systolic blood pressure (mmHG),Tropical Latin America,Male,80 to 100,1.67
Ischemic Heart Disease,Mean systolic blood pressure (mmHG),Tropical Latin America,Female,30 to 39,2.04
Ischemic Heart Disease,Mean systolic blood pressure (mmHG),Tropical Latin America,Female,40 to 49,2.04
Ischemic Heart Disease,Mean systolic blood pressure (mmHG),Tropical Latin America,Female,50 to 59,2.01
Ischemic Heart Disease,Mean systolic blood pressure (mmHG),Tropical Latin America,Female,60 to 69,1.85
Ischemic Heart Disease,Mean systolic blood pressure (mmHG),Tropical Latin America,Female,70 to 79,1.67
Ischemic Heart Disease,Mean systolic blood pressure (mmHG),Tropical Latin America,Female,80 to 100,1.67
Ischemic Heart Disease,Mean total cholesterol (mmol/L),Tropical Latin America,Male,30 to 39,2.11
Ischemic Heart Disease,Mean total cholesterol (mmol/L),Tropical Latin America,Male,40 to 49,2.11
Ischemic Heart Disease,Mean total cholesterol (mmol/L),Tropical Latin America,Male,50 to 59,1.81
Ischemic Heart Disease,Mean total cholesterol (mmol/L),Tropical Latin America,Male,60 to 69,1.39
Ischemic Heart Disease,Mean total cholesterol (mmol/L),Tropical Latin America,Male,70 to 79,1.22
Ischemic Heart Disease,Mean total cholesterol (mmol/L),Tropical Latin America,Male,80 to 100,1.22
Ischemic Heart Disease,Mean total cholesterol (mmol/L),Tropical Latin America,Female,30 to 39,2.11
Ischemic Heart Disease,Mean total cholesterol (mmol/L),Tropical Latin America,Female,40 to 49,2.11
Ischemic Heart Disease,Mean total cholesterol (mmol/L),Tropical Latin America,Female,50 to 59,1.81
Ischemic Heart Disease,Mean total cholesterol (mmol/L),Tropical Latin America,Female,60 to 69,1.39
Ischemic Heart Disease,Mean total cholesterol (mmol/L),Tropical Latin America,Female,70 to 79,1.22
Ischemic Heart Disease,Mean total cholesterol (mmol/L),Tropical Latin America,Female,80 to 100,1.22
Ischemic Heart Disease,Mean BMI (kg/m2),Tropical Latin America,Male,30 to 39,1.14
Ischemic Heart Disease,Mean BMI (kg/m2),Tropical Latin America,Male,40 to 49,1.14
Ischemic Heart Disease,Mean BMI (kg/m2),Tropical Latin America,Male,50 to 59,1.09
Ischemic Heart Disease,Mean BMI (kg/m2),Tropical Latin America,Male,60 to 69,1.08
Ischemic Heart Disease,Mean BMI (kg/m2),Tropical Latin America,Male,70 to 79,1.05
Ischemic Heart Disease,Mean BMI (kg/m2),Tropical Latin America,Male,80 to 100,1.05
Ischemic Heart Disease,Mean BMI (kg/m2),Tropical Latin America,Female,30 to 39,1.14
Ischemic Heart Disease,Mean BMI (kg/m2),Tropical Latin America,Female,40 to 49,1.14
Ischemic Heart Disease,Mean BMI (kg/m2),Tropical Latin America,Female,50 to 59,1.09
Ischemic Heart Disease,Mean BMI (kg/m2),Tropical Latin America,Female,60 to 69,1.08
Ischemic Heart Disease,Mean BMI (kg/m2),Tropical Latin America,Female,70 to 79,1.05
Ischemic Heart Disease,Mean BMI (kg/m2),Tropical Latin America,Female,80 to 100,1.05
Ischemic Heart Disease,Mean sodium intake (g/day),Tropical Latin America,Male,15 to 19,5.0
Ischemic Heart Disease,Mean sodium intake (g/day),Tropical Latin America,Male,20 to 24,4.9
Ischemic Heart Disease,Mean sodium intake (g/day),Tropical Latin America,Male,25 to 29,4.6
Ischemic Heart Disease,Mean sodium intake (g/day),Tropical Latin America,Male,30 to 39,5.5
Ischemic Heart Disease,Mean sodium intake (g/day),Tropical Latin America,Male,40 to 49,6.6
Ischemic Heart Disease,Mean sodium intake (g/day),Tropical Latin America,Male,50 to 59,9.2
Ischemic Heart Disease,Mean sodium intake (g/day),Tropical Latin America,Male,60 to 69,10.3
Ischemic Heart Disease,Mean sodium intake (g/day),Tropical Latin America,Male,70 to 79,10.3
Ischemic Heart Disease,Mean sodium intake (g/day),Tropical Latin America,Male,80 to 100,10.3
Ischemic Heart Disease,Mean sodium intake (g/day),Tropical Latin America,Female,15 to 19,5.0
Ischemic Heart Disease,Mean sodium intake (g/day),Tropical Latin America,Female,20 to 24,4.9
Ischemic Heart Disease,Mean sodium intake (g/day),Tropical Latin America,Female,25 to 29,4.6
Ischemic Heart Disease,Mean sodium intake (g/day),Tropical Latin America,Female,30 to 39,5.5
Ischemic Heart Disease,Mean sodium intake (g/day),Tropical Latin America,Female,40 to 49,6.6
Ischemic Heart Disease,Mean sodium intake (g/day),Tropical Latin America,Female,50 to 59,9.2
Ischemic Heart Disease,Mean sodium intake (g/day),Tropical Latin America,Female,60 to 69,10.3
Ischemic Heart Disease,Mean sodium intake (g/day),Tropical Latin America,Female,70 to 79,10.3
Ischemic Heart Disease,Mean sodium intake (g/day),Tropical Latin America,Female,80 to 100,10.3
Ischemic Stroke,Hazardous and harmful alcohol use,Tropical Latin America,Male,15 to 19,1.25738558685242
Ischemic Stroke,Hazardous and harmful alcohol use,Tropical Latin America,Male,20 to 24,1.25738558685242
Ischemic Stroke,Hazardous and harmful alcohol use,Tropical Latin America,Male,25 to 29,1.25738558685242
Ischemic Stroke,Hazardous and harmful alcohol use,Tropical Latin America,Male,30 to 39,1.25180368582012
Ischemic Stroke,Hazardous and harmful alcohol use,Tropical Latin America,Male,40 to 49,1.24538158242951
Ischemic Stroke,Hazardous and harmful alcohol use,Tropical Latin America,Male,50 to 59,1.24538158242951
Ischemic Stroke,Hazardous and harmful alcohol use,Tropical Latin America,Male,60 to 69,1.21335837708023
Ischemic Stroke,Hazardous and harmful alcohol use,Tropical Latin America,Male,70 to 79,1.16880135965925
Ischemic Stroke,Hazardous and harmful alcohol use,Tropical Latin America,Male,80 to 100,1.16880135965925
Ischemic Stroke,Hazardous and harmful alcohol use,Tropical Latin America,Female,15 to 19,1.10731480211515
Ischemic Stroke,Hazardous and harmful alcohol use,Tropical Latin America,Female,20 to 24,1.10731480211515
Ischemic Stroke,Hazardous and harmful alcohol use,Tropical Latin America,Female,25 to 29,1.10731480211515
Ischemic Stroke,Hazardous and harmful alcohol use,Tropical Latin America,Female,30 to 39,1.10535254943784
Ischemic Stroke,Hazardous and harmful alcohol use,Tropical Latin America,Female,40 to 49,1.10314817783174
Ischemic Stroke,Hazardous and harmful alcohol use,Tropical Latin America,Female,50 to 59,1.10314817783174
Ischemic Stroke,Hazardous and harmful alcohol use,Tropical Latin America,Female,60 to 69,1.09022323271531
Ischemic Stroke,Hazardous and harmful alcohol use,Tropical Latin America,Female,70 to 79,1.07291209807051
Ischemic Stroke,Hazardous and harmful alcohol use,Tropical Latin America,Female,80 to 100,1.07291209807051
Ischemic Stroke,Physical Inactivity,Tropical Latin America,Male,30 to 39,1.23
Ischemic Stroke,Physical Inactivity,Tropical Latin America,Male,40 to 49,1.23
Ischemic Stroke,Physical Inactivity,Tropical Latin America,Male,50 to 59,1.23
Ischemic Stroke,Physical Inactivity,Tropical Latin America,Male,60 to 69,1.23
Ischemic Stroke,Physical Inactivity,Tropical Latin America,Male,70 to 79,1.21
Ischemic Stroke,Physical Inactivity,Tropical Latin America,Male,80 to 100,1.21
Ischemic Stroke,Physical Inactivity,Tropical Latin America,Female,30 to 39,1.23
Ischemic Stroke,Physical Inactivity,Tropical Latin America,Female,40 to 49,1.23
Ischemic Stroke,Physical Inactivity,Tropical Latin America,Female,50 to 59,1.23
Ischemic Stroke,Physical Inactivity,Tropical Latin America,Female,60 to 69,1.23
Ischemic Stroke,Physical Inactivity,Tropical Latin America,Female,70 to 79,1.21
Ischemic Stroke,Physical Inactivity,Tropical Latin America,Female,80 to 100,1.21
Ischemic Stroke,Tobacco,Tropical Latin America,Male,30 to 39,3.12
Ischemic Stroke,Tobacco,Tropical Latin America,Male,40 to 49,3.12
Ischemic Stroke,Tobacco,Tropical Latin America,Male,50 to 59,3.12
Ischemic Stroke,Tobacco,Tropical Latin America,Male,60 to 69,1.88
Ischemic Stroke,Tobacco,Tropical Latin America,Male,70 to 79,1.39
Ischemic Stroke,Tobacco,Tropical Latin America,Male,80 to 100,1.39
Ischemic Stroke,Tobacco,Tropical Latin America,Female,30 to 39,4.61
Ischemic Stroke,Tobacco,Tropical Latin America,Female,40 to 49,4.61
Ischemic Stroke,Tobacco,Tropical Latin America,Female,50 to 59,4.61
Ischemic Stroke,Tobacco,Tropical Latin America,Female,60 to 69,2.81
Ischemic Stroke,Tobacco,Tropical Latin America,Female,70 to 79,1.95
Ischemic Stroke,Tobacco,Tropical Latin America,Female,80 to 100,1.95
Ischemic Stroke,Mean systolic blood pressure (mmHG),Tropical Latin America,Male,30 to 39,2.55
Ischemic Stroke,Mean systolic blood pressure (mmHG),Tropical Latin America,Male,40 to 49,2.55
Ischemic Stroke,Mean systolic blood pressure (mmHG),Tropical Latin America,Male,50 to 59,2.74
Ischemic Stroke,Mean systolic blood pressure (mmHG),Tropical Latin America,Male,60 to 69,2.33
Ischemic Stroke,Mean systolic blood pressure (mmHG),Tropical Latin America,Male,70 to 79,2.0
Ischemic Stroke,Mean systolic blood pressure (mmHG),Tropical Latin America,Male,80 to 100,2.0
Ischemic Stroke,Mean systolic blood pressure (mmHG),Tropical Latin America,Female,30 to 39,2.55
Ischemic Stroke,Mean systolic blood pressure (mmHG),Tropical Latin America,Female,40 to 49,2.55
Ischemic Stroke,Mean systolic blood pressure (mmHG),Tropical Latin America,Female,50 to 59,2.74
Ischemic Stroke,Mean systolic blood pressure (mmHG),Tropical Latin America,Female,60 to 69,2.33
Ischemic Stroke,Mean systolic blood pressure (mmHG),Tropical Latin America,Female,70 to 79,2.0
Ischemic Stroke,Mean systolic blood pressure (mmHG),Tropical Latin America,Female,80 to 100,2.0
Ischemic Stroke,Mean total cholesterol (mmol/L),Tropical Latin America,Male,30 to 39,1.51
Ischemic Stroke,Mean total cholesterol (mmol/L),Tropical Latin America,Male,40 to 49,1.51
Ischemic Stroke,Mean total cholesterol (mmol/L),Tropical Latin America,Male,50 to 59,1.37
Ischemic Stroke,Mean total cholesterol (mmol/L),Tropical Latin America,Male,60 to 69,1.12
Ischemic Stroke,Mean total cholesterol (mmol/L),Tropical Latin America,Male,70 to 79,1.0
Ischemic Stroke,Mean total cholesterol (mmol/L),Tropical Latin America,Male,80 to 100,1.0
Ischemic Stroke,Mean total cholesterol (mmol/L),Tropical Latin America,Female,30 to 39,1.51
Ischemic Stroke,Mean total cholesterol (mmol/L),Tropical Latin America,Female,40 to 49,1.51
Ischemic Stroke,Mean total cholesterol (mmol/L),Tropical Latin America,Female,50 to 59,1.37
Ischemic Stroke,Mean total cholesterol (mmol/L),Tropical Latin America,Female,60 to 69,1.12
Ischemic Stroke,Mean total cholesterol (mmol/L),Tropical Latin America,Female,70 to 79,1.0
Ischemic Stroke,Mean total cholesterol (mmol/L),Tropical Latin America,Female,80 to 100,1.0
Ischemic Stroke,Mean BMI (kg/m2),Tropical Latin America,Male,30 to 39,1.14
Ischemic Stroke,Mean BMI (kg/m2),Tropical Latin America,Male,40 to 49,1.14
Ischemic Stroke,Mean BMI (kg/m2),Tropical Latin America,Male,50 to 59,1.1
Ischemic Stroke,Mean BMI (kg/m2),Tropical Latin America,Male,60 to 69,1.08
Ischemic Stroke,Mean BMI (kg/m2),Tropical Latin America,Male,70 to 79,1.05
Ischemic Stroke,Mean BMI (kg/m2),Tropical Latin America,Male,80 to 100,1.05
Ischemic Stroke,Mean BMI (kg/m2),Tropical Latin America,Female,30 to 39,1.14
Ischemic Stroke,Mean BMI (kg/m2),Tropical Latin America,Female,40 to 49,1.14
Ischemic Stroke,Mean BMI (kg/m2),Tropical Latin America,Female,50 to 59,1.1
Ischemic Stroke,Mean BMI (kg/m2),Tropical Latin America,Female,60 to 69,1.08
Ischemic Stroke,Mean BMI (kg/m2),Tropical Latin America,Female,70 to 79,1.05
Ischemic Stroke,Mean BMI (kg/m2),Tropical Latin America,Female,80 to 100,1.05
Breast Cancer,Hazardous and harmful alcohol use,Tropical Latin America,Male,15 to 19,1.0
Breast Cancer,Hazardous and harmful alcohol use,Tropical Latin America,Male,20 to 24,1.0
Breast Cancer,Hazardous and harmful alcohol use,Tropical Latin America,Male,25 to 29,1.0
Breast Cancer,Hazardous and harmful alcohol use,Tropical Latin America,Male,30 to 39,1.0
Breast Cancer,Hazardous and harmful alcohol use,Tropical Latin America,Male,40 to 49,1.0
Breast Cancer,Hazardous and harmful alcohol use,Tropical Latin America,Male,50 to 59,1.0
Breast Cancer,Hazardous and harmful alcohol use,Tropical Latin America,Male,60 to 69,1.0
Breast Cancer,Hazardous and harmful alcohol use,Tropical Latin America,Male,70 to 79,1.0
Breast Cancer,Hazardous and harmful alcohol use,Tropical Latin America,Male,80 to 100,1.0
Breast Cancer,Hazardous and harmful alcohol use,Tropical Latin America,Female,15 to 19,1.4034340118932618
Breast Cancer,Hazardous and harmful alcohol use,Tropical Latin America,Female,20 to 24,1.4034340118932618
Breast Cancer,Hazardous and harmful alcohol use,Tropical Latin America,Female,25 to 29,1.4034340118932618
Breast Cancer,Hazardous and harmful alcohol use,Tropical Latin America,Female,30 to 39,1.415242464836021
Breast Cancer,Hazardous and harmful alcohol use,Tropical Latin America,Female,40 to 49,1.4285504408111278
Breast Cancer,Hazardous and harmful alcohol use,Tropical Latin America,Female,50 to 59,1.4285504408111278
Breast Cancer,Hazardous and harmful alcohol use,Tropical Latin America,Female,60 to 69,1.4192521600832726
Breast Cancer,Hazardous and harmful alcohol use,Tropical Latin America,Female,70 to 79,1.359477995933514
Breast Cancer,Hazardous and harmful alcohol use,Tropical Latin America,Female,80 to 100,1.359477995933514
Breast Cancer,Physical Inactivity,Tropical Latin America,Female,30 to 39,1.41
Breast Cancer,Physical Inactivity,Tropical Latin America,Female,40 to 49,1.41
Breast Cancer,Physical Inactivity,Tropical Latin America,Female,50 to 59,1.41
Breast Cancer,Physical Inactivity,Tropical Latin America,Female,60 to 69,1.41
Breast Cancer,Physical Inactivity,Tropical Latin America,Female,70 to 79,1.36
Breast Cancer,Physical Inactivity,Tropical Latin America,Female,80 to 100,1.36
Breast Cancer,Mean BMI (kg/m2),Tropical Latin America,Female,40 to 49,1.02
Breast Cancer,Mean BMI (kg/m2),Tropical Latin America,Female,50 to 59,1.02
Breast Cancer,Mean BMI (kg/m2),Tropical Latin America,Female,60 to 69,1.02
Breast Cancer,Mean BMI (kg/m2),Tropical Latin America,Female,70 to 79,1.02
Breast Cancer,Mean BMI (kg/m2),Tropical Latin America,Female,80 to 100,1.02
Cervical Cancer,Tobacco,Tropical Latin America,Female,15 to 19,1.5
Cervical Cancer,Tobacco,Tropical Latin America,Female,20 to 24,1.5
Cervical Cancer,Tobacco,Tropical Latin America,Female,25 to 29,1.5
Cervical Cancer,Tobacco,Tropical Latin America,Female,30 to 39,1.5
Cervical Cancer,Tobacco,Tropical Latin America,Female,40 to 49,1.5
Cervical Cancer,Tobacco,Tropical Latin America,Female,50 to 59,1.5
Cervical Cancer,Tobacco,Tropical Latin America,Female,60 to 69,1.5
Cervical Cancer,Tobacco,Tropical Latin America,Female,70 to 79,1.5
Cervical Cancer,Tobacco,Tropical Latin America,Female,80 to 100,1.5
Cervical Cancer,Mean BMI (kg/m2),Tropical Latin America,Female,15 to 19,1.1
Cervical Cancer,Mean BMI (kg/m2),Tropical Latin America,Female,20 to 24,1.1
Cervical Cancer,Mean BMI (kg/m2),Tropical Latin America,Female,25 to 29,1.1
Cervical Cancer,Mean BMI (kg/m2),Tropical Latin America,Female,30 to 39,1.1
Cervical Cancer,Mean BMI (kg/m2),Tropical Latin America,Female,40 to 49,1.1
Cervical Cancer,Mean BMI (kg/m2),Tropical Latin America,Female,50 to 59,1.1
Cervical Cancer,Mean BMI (kg/m2),Tropical Latin America,Female,60 to 69,1.1
Cervical Cancer,Mean BMI (kg/m2),Tropical Latin America,Female,70 to 79,1.1
Cervical Cancer,Mean BMI (kg/m2),Tropical Latin America,Female,80 to 100,1.1
Colorectal Cancer,Hazardous and harmful alcohol use,Tropical Latin America,Male,15 to 19,1.4820337962791164
Colorectal Cancer,Hazardous and harmful alcohol use,Tropical Latin America,Male,20 to 24,1.4820337962791164
Colorectal Cancer,Hazardous and harmful alcohol use,Tropical Latin America,Male,25 to 29,1.4820337962791164
Colorectal Cancer,Hazardous and harmful alcohol use,Tropical Latin America,Male,30 to 39,1.483549390587456
Colorectal Cancer,Hazardous and harmful alcohol use,Tropical Latin America,Male,40 to 49,1.4855067717619839
Colorectal Cancer,Hazardous and harmful alcohol use,Tropical Latin America,Male,50 to 59,1.4855067717619839
Colorectal Cancer,Hazardous and harmful alcohol use,Tropical Latin America,Male,60 to 69,1.4808702219576477
Colorectal Cancer,Hazardous and harmful alcohol use,Tropical Latin America,Male,70 to 79,1.4614276452764212
Colorectal Cancer,Hazardous and harmful alcohol use,Tropical Latin America,Male,80 to 100,1.4614276452764212
Colorectal Cancer,Hazardous and harmful alcohol use,Tropical Latin America,Female,15 to 19,1.2729419370251112
Colorectal Cancer,Hazardous and harmful alcohol use,Tropical Latin America,Female,20 to 24,1.2729419370251112
Colorectal Cancer,Hazardous and harmful alcohol use,Tropical Latin America,Female,25 to 29,1.2729419370251112
Colorectal Cancer,Hazardous and harmful alcohol use,Tropical Latin America,Female,30 to 39,1.2805662426734663
Colorectal Cancer,Hazardous and harmful alcohol use,Tropical Latin America,Female,40 to 49,1.2891587379721328
Colorectal Cancer,Hazardous and harmful alcohol use,Tropical Latin America,Female,50 to 59,1.2891587379721328
Colorectal Cancer,Hazardous and harmful alcohol use,Tropical Latin America,Female,60 to 69,1.2831551628537807
Colorectal Cancer,Hazardous and harmful alcohol use,Tropical Latin America,Female,70 to 79,1.244561072708198
Colorectal Cancer,Hazardous and harmful alcohol use,Tropical Latin America,Female,80 to 100,1.244561072708198
Colorectal Cancer,Physical Inactivity,Tropical Latin America,Male,30 to 39,1.27
Colorectal Cancer,Physical Inactivity,Tropical Latin America,Male,40 to 49,1.27
Colorectal Cancer,Physical Inactivity,Tropical Latin America,Male,50 to 59,1.27
Colorectal Cancer,Physical Inactivity,Tropical Latin America,Male,60 to 69,1.27
Colorectal Cancer,Physical Inactivity,Tropical Latin America,Male,70 to 79,1.21
Colorectal Cancer,Physical Inactivity,Tropical Latin America,Male,80 to 100,1.21
Colorectal Cancer,Physical Inactivity,Tropical Latin America,Female,30 to 39,1.27
Colorectal Cancer,Physical Inactivity,Tropical Latin America,Female,40 to 49,1.27
Colorectal Cancer,Physical Inactivity,Tropical Latin America,Female,50 to 59,1.27
Colorectal Cancer,Physical Inactivity,Tropical Latin America,Female,60 to 69,1.27
Colorectal Cancer,Physical Inactivity,Tropical Latin America,Female,70 to 79,1.21
Colorectal Cancer,Physical Inactivity,Tropical Latin America,Female,80 to 100,1.21
Colorectal Cancer,Mean BMI (kg/m2),Tropical Latin America,Male,30 to 39,1.03
Colorectal Cancer,Mean BMI (kg/m2),Tropical Latin America,Male,40 to 49,1.03
Colorectal Cancer,Mean BMI (kg/m2),Tropical Latin America,Male,50 to 59,1.03
Colorectal Cancer,Mean BMI (kg/m2),Tropical Latin America,Male,60 to 69,1.03
Colorectal Cancer,Mean BMI (kg/m2),Tropical Latin America,Male,70 to 79,1.03
Colorectal Cancer,Mean BMI (kg/m2),Tropical Latin America,Male,80 to 100,1.03
Colorectal Cancer,Mean BMI (kg/m2),Tropical Latin America,Female,30 to 39,1.03
Colorectal Cancer,Mean BMI (kg/m2),Tropical Latin America,Female,40 to 49,1.03
Colorectal Cancer,Mean BMI (kg/m2),Tropical Latin America,Female,50 to 59,1.03
Colorectal Cancer,Mean BMI (kg/m2),Tropical Latin America,Female,60 to 69,1.03
Colorectal Cancer,Mean BMI (kg/m2),Tropical Latin America,Female,70 to 79,1.03
Colorectal Cancer,Mean BMI (kg/m2),Tropical Latin America,Female,80 to 100,1.03
Lung Cancer,Tobacco,Tropical Latin America,Male,15 to 19,21.3
Lung Cancer,Tobacco,Tropical Latin America,Male,20 to 24,21.3
Lung Cancer,Tobacco,Tropical Latin America,Male,25 to 29,21.3
Lung Cancer,Tobacco,Tropical Latin America,Male,30 to 39,21.3
Lung Cancer,Tobacco,Tropical Latin America,Male,40 to 49,21.3
Lung Cancer,Tobacco,Tropical Latin America,Male,50 to 59,21.3
Lung Cancer,Tobacco,Tropical Latin America,Male,60 to 69,21.3
Lung Cancer,Tobacco,Tropical Latin America,Male,70 to 79,21.3
Lung Cancer,Tobacco,Tropical Latin America,Male,80 to 100,21.3
Lung Cancer,Tobacco,Tropical Latin America,Female,15 to 19,12.5
Lung Cancer,Tobacco,Tropical Latin America,Female,20 to 24,12.5
Lung Cancer,Tobacco,Tropical Latin America,Female,25 to 29,12.5
Lung Cancer,Tobacco,Tropical Latin America,Female,30 to 39,12.5
Lung Cancer,Tobacco,Tropical Latin America,Female,40 to 49,12.5
Lung Cancer,Tobacco,Tropical Latin America,Female,50 to 59,12.5
Lung Cancer,Tobacco,Tropical Latin America,Female,60 to 69,12.5
Lung Cancer,Tobacco,Tropical Latin America,Female,70 to 79,12.5
Lung Cancer,Tobacco,Tropical Latin America,Female,80 to 100,12.5
Diabetes,Hazardous and harmful alcohol use,Tropical Latin America,Male,15 to 19,1.0241531012898193
Diabetes,Hazardous and harmful alcohol use,Tropical Latin America,Male,20 to 24,1.0241531012898193
Diabetes,Hazardous and harmful alcohol use,Tropical Latin America,Male,25 to 29,1.0241531012898193
Diabetes,Hazardous and harmful alcohol use,Tropical Latin America,Male,30 to 39,1.0251810056668544
Diabetes,Hazardous and harmful alcohol use,Tropical Latin America,Male,40 to 49,1.0265085381508134
Diabetes,Hazardous and harmful alcohol use,Tropical Latin America,Male,50 to 59,1.0265085381508134
Diabetes,Hazardous and harmful alcohol use,Tropical Latin America,Male,60 to 69,1.0233639434449644
Diabetes,Hazardous and harmful alcohol use,Tropical Latin America,Male,70 to 79,1.0101776246777914
Diabetes,Hazardous and harmful alcohol use,Tropical Latin America,Male,80 to 100,1.0101776246777914
Diabetes,Hazardous and harmful alcohol use,Tropical Latin America,Female,15 to 19,0.8000327643713854
Diabetes,Hazardous and harmful alcohol use,Tropical Latin America,Female,20 to 24,0.8000327643713854
Diabetes,Hazardous and harmful alcohol use,Tropical Latin America,Female,25 to 29,0.8000327643713854
Diabetes,Hazardous and harmful alcohol use,Tropical Latin America,Female,30 to 39,0.8214671212655602
Diabetes,Hazardous and harmful alcohol use,Tropical Latin America,Female,40 to 49,0.8456233683177582
Diabetes,Hazardous and harmful alcohol use,Tropical Latin America,Female,50 to 59,0.8456233683177582
Diabetes,Hazardous and harmful alcohol use,Tropical Latin America,Female,60 to 69,0.828745402288746
Diabetes,Hazardous and harmful alcohol use,Tropical Latin America,Female,70 to 79,0.7202450954621391
Diabetes,Hazardous and harmful alcohol use,Tropical Latin America,Female,80 to 100,0.7202450954621391
Diabetes,Physical Inactivity,Tropical Latin America,Male,30 to 39,1.5
Diabetes,Physical Inactivity,Tropical Latin America,Male,40 to 49,1.5
Diabetes,Physical Inactivity,Tropical Latin America,Male,50 to 59,1.5
Diabetes,Physical Inactivity,Tropical Latin America,Male,60 to 69,1.5
Diabetes,Physical Inactivity,Tropical Latin America,Male,70 to 79,1.43
Diabetes,Physical Inactivity,Tropical Latin America,Male,80 to 100,1.43
Diabetes,Physical Inactivity,Tropical Latin America,Female,30 to 39,1.5
Diabetes,Physical Inactivity,Tropical Latin America,Female,40 to 49,1.5
Diabetes,Physical Inactivity,Tropical Latin America,Female,50 to 59,1.5
Diabetes,Physical Inactivity,Tropical Latin America,Female,60 to 69,1.5
