disease,risk_factor,region,sex,age,value
Cervical Cancer,Mean BMI (kg/m2),Southern Latin America,Female,80 to 100,1.1
Colorectal Cancer,Mean BMI (kg/m2),Southern Latin America,Male,30 to 39,1.03
Colorectal Cancer,Mean BMI (kg/m2),Southern Latin America,Male,40 to 49,1.03
Colorectal Cancer,Mean BMI (kg/m2),Southern Latin America,Male,50 to 59,1.03
Colorectal Cancer,Mean BMI (kg/m2),Southern Latin America,Male,60 to 69,1.03
Colorectal Cancer,Mean BMI (kg/m2),Southern Latin America,Male,70 to 79,1.03
Colorectal Cancer,Mean BMI (kg/m2),Southern Latin America,Male,80 to 100,1.03
Colorectal Cancer,Mean BMI (kg/m2),Southern Latin America,Female,30 to 39,1.03
Colorectal Cancer,Mean BMI (kg/m2),Southern Latin America,Female,40 to 49,1.03
Colorectal Cancer,Mean BMI (kg/m2),Southern Latin America,Female,50 to 59,1.03
Colorectal Cancer,Mean BMI (kg/m2),Southern Latin America,Female,60 to 69,1.03
Colorectal Cancer,Mean BMI (kg/m2),Southern Latin America,Female,70 to 79,1.03
Colorectal Cancer,Mean BMI (kg/m2),Southern Latin America,Female,80 to 100,1.03
Diabetes,Mean BMI (kg/m2),Southern Latin America,Male,30 to 39,1.2
Diabetes,Mean BMI (kg/m2),Southern Latin America,Male,40 to 49,1.2
Diabetes,Mean BMI (kg/m2),Southern Latin America,Male,50 to 59,1.2
Diabetes,Mean BMI (kg/m2),Southern Latin America,Male,60 to 69,1.16
Diabetes,Mean BMI (kg/m2),Southern Latin America,Male,70 to 79,1.11
Diabetes,Mean BMI (kg/m2),Southern Latin America,Male,80 to 100,1.11
Diabetes,Mean BMI (kg/m2),Southern Latin America,Female,30 to 39,1.2
Diabetes,Mean BMI (kg/m2),Southern Latin America,Female,40 to 49,1.2
Ischemic Heart Disease,Mean BMI (kg/m2),Southern sub-Saharan Africa,Male,30 to 39,1.14
Ischemic Heart Disease,Mean BMI (kg/m2),Southern sub-Saharan Africa,Male,40 to 49,1.14
Ischemic Heart Disease,Mean BMI (kg/m2),Southern sub-Saharan Africa,Male,50 to 59,1.09
Ischemic Heart Disease,Mean BMI (kg/m2),Southern sub-Saharan Africa,Male,60 to 69,1.08
Ischemic Heart Disease,Mean BMI (kg/m2),Southern sub-Saharan Africa,Male,70 to 79,1.05
Ischemic Heart Disease,Mean BMI (kg/m2),Southern sub-Saharan Africa,Male,80 to 100,1.05
Ischemic Heart Disease,Mean BMI (kg/m2),Southern sub-Saharan Africa,Female,30 to 39,1.14
Ischemic Heart Disease,Mean BMI (kg/m2),Southern sub-Saharan Africa,Female,40 to 49,1.14
Ischemic Heart Disease,Mean BMI (kg/m2),Southern sub-Saharan Africa,Female,50 to 59,1.09
Ischemic Heart Disease,Mean BMI (kg/m2),Southern sub-Saharan Africa,Female,60 to 69,1.08
Ischemic Heart Disease,Mean BMI (kg/m2),Southern sub-Saharan Africa,Female,70 to 79,1.05
Ischemic Heart Disease,Mean BMI (kg/m2),Southern sub-Saharan Africa,Female,80 to 100,1.05
Ischemic Stroke,Mean BMI (kg/m2),Southern sub-Saharan Africa,Male,30 to 39,1.14
Ischemic Stroke,Mean BMI (kg/m2),Southern sub-Saharan Africa,Male,40 to 49,1.14
Ischemic Stroke,Mean BMI (kg/m2),Southern sub-Saharan Africa,Male,50 to 59,1.1
Ischemic Stroke,Mean BMI (kg/m2),Southern sub-Saharan Africa,Male,60 to 69,1.08
Ischemic Stroke,Mean BMI (kg/m2),Southern sub-Saharan Africa,Male,70 to 79,1.05
Ischemic Stroke,Mean BMI (kg/m2),Southern sub-Saharan Africa,Male,80 to 100,1.05
Ischemic Stroke,Mean BMI (kg/m2),Southern sub-Saharan Africa,Female,30 to 39,1.14
Ischemic Stroke,Mean BMI (kg/m2),Southern sub-Saharan Africa,Female,40 to 49,1.14
Ischemic Stroke,Mean BMI (kg/m2),Southern sub-Saharan Africa,Female,50 to 59,1.1
Ischemic Stroke,Mean BMI (kg/m2),Southern sub-Saharan Africa,Female,60 to 69,1.08
Ischemic Stroke,Mean BMI (kg/m2),Southern sub-Saharan Africa,Female,70 to 79,1.05
Ischemic Stroke,Mean BMI (kg/m2),Southern sub-Saharan Africa,Female,80 to 100,1.05
Breast Cancer,Mean BMI (kg/m2),Southern sub-Saharan Africa,Female,40 to 49,1.02
Breast Cancer,Mean BMI (kg/m2),Southern sub-Saharan Africa,Female,50 to 59,1.02
Breast Cancer,Mean BMI (kg/m2),Southern sub-Saharan Africa,Female,60 to 69,1.02
Breast Cancer,Mean BMI (kg/m2),Southern sub-Saharan Africa,Female,70 to 79,1.02
Breast Cancer,Mean BMI (kg/m2),Southern sub-Saharan Africa,Female,80 to 100,1.02
Cervical Cancer,Mean BMI (kg/m2),Southern sub-Saharan Africa,Female,15 to 19,1.1
Cervical Cancer,Mean BMI (kg/m2),Southern sub-Saharan Africa,Female,20 to 24,1.1
Cervical Cancer,Mean BMI (kg/m2),Southern sub-Saharan Africa,Female,25 to 29,1.1
Cervical Cancer,Mean BMI (kg/m2),Southern sub-Saharan Africa,Female,30 to 39,1.1
Cervical Cancer,Mean BMI (kg/m2),Southern sub-Saharan Africa,Female,40 to 49,1.1
Cervical Cancer,Mean BMI (kg/m2),Southern sub-Saharan Africa,Female,50 to 59,1.1
Cervical Cancer,Mean BMI (kg/m2),Southern sub-Saharan Africa,Female,60 to 69,1.1
Cervical Cancer,Mean BMI (kg/m2),Southern sub-Saharan Africa,Female,70 to 79,1.1
Cervical Cancer,Mean BMI (kg/m2),Southern sub-Saharan Africa,Female,80 to 100,1.1
Colorectal Cancer,Mean BMI (kg/m2),Southern sub-Saharan Africa,Male,30 to 39,1.03
Colorectal Cancer,Mean BMI (kg/m2),Southern sub-Saharan Africa,Male,40 to 49,1.03
Colorectal Cancer,Mean BMI (kg/m2),Southern sub-Saharan Africa,Male,50 to 59,1.03
Colorectal Cancer,Mean BMI (kg/m2),Southern sub-Saharan Africa,Male,60 to 69,1.03
Colorectal Cancer,Mean BMI (kg/m2),Southern sub-Saharan Africa,Male,70 to 79,1.03
Colorectal Cancer,Mean BMI (kg/m2),Southern sub-Saharan Africa,Male,80 to 100,1.03
Colorectal Cancer,Mean BMI (kg/m2),Southern sub-Saharan Africa,Female,30 to 39,1.03
Colorectal Cancer,Mean BMI (kg/m2),Southern sub-Saharan Africa,Female,40 to 49,1.03
Colorectal Cancer,Mean BMI (kg/m2),Southern sub-Saharan Africa,Female,50 to 59,1.03
Colorectal Cancer,Mean BMI (kg/m2),Southern sub-Saharan Africa,Female,60 to 69,1.03
Colorectal Cancer,Mean BMI (kg/m2),Southern sub-Saharan Africa,Female,70 to 79,1.03
Colorectal Cancer,Mean BMI (kg/m2),Southern sub-Saharan Africa,Female,80 to 100,1.03
Diabetes,Mean BMI (kg/m2),Southern sub-Saharan Africa,Male,30 to 39,1.2
Diabetes,Mean BMI (kg/m2),Southern sub-Saharan Africa,Male,40 to 49,1.2
Diabetes,Mean BMI (kg/m2),Southern sub-Saharan Africa,Male,50 to 59,1.2
Diabetes,Mean BMI (kg/m2),Southern sub-Saharan Africa,Male,60 to 69,1.16
Diabetes,Mean BMI (kg/m2),Southern sub-Saharan Africa,Male,70 to 79,1.11
Diabetes,Mean BMI (kg/m2),Southern sub-Saharan Africa,Male,80 to 100,1.11
Diabetes,Mean BMI (kg/m2),Southern sub-Saharan Africa,Female,30 to 39,1.2
Diabetes,Mean BMI (kg/m2),Southern sub-Saharan Africa,Female,40 to 49,1.2
Ischemic Heart Disease,Mean BMI (kg/m2),Tropical Latin America,Male,30 to 39,1.14
Ischemic Heart Disease,Mean BMI (kg/m2),Tropical Latin America,Male,40 to 49,1.14
Ischemic Heart Disease,Mean BMI (kg/m2),Tropical Latin America,Male,50 to 59,1.09
Ischemic Heart Disease,Mean BMI (kg/m2),Tropical Latin America,Male,60 to 69,1.08
Ischemic Heart Disease,Mean BMI (kg/m2),Tropical Latin America,Male,70 to 79,1.05
Ischemic Heart Disease,Mean BMI (kg/m2),Tropical Latin America,Male,80 to 100,1.05
Ischemic Heart Disease,Mean BMI (kg/m2),Tropical Latin America,Female,30 to 39,1.14
Ischemic Heart Disease,Mean BMI (kg/m2),Tropical Latin America,Female,40 to 49,1.14
Ischemic Heart Disease,Mean BMI (kg/m2),Tropical Latin America,Female,50 to 59,1.09
Ischemic Heart Disease,Mean BMI (kg/m2),Tropical Latin America,Female,60 to 69,1.08
Ischemic Heart Disease,Mean BMI (kg/m2),Tropical Latin America,Female,70 to 79,1.05
Ischemic Heart Disease,Mean BMI (kg/m2),Tropical Latin America,Female,80 to 100,1.05
Ischemic Stroke,Mean BMI (kg/m2),Tropical Latin America,Male,30 to 39,1.14
Ischemic Stroke,Mean BMI (kg/m2),Tropical Latin America,Male,40 to 49,1.14
Ischemic Stroke,Mean BMI (kg/m2),Tropical Latin America,Male,50 to 59,1.1
Ischemic Stroke,Mean BMI (kg/m2),Tropical Latin America,Male,60 to 69,1.08
Ischemic Stroke,Mean BMI (kg/m2),Tropical Latin America,Male,70 to 79,1.05
Ischemic Stroke,Mean BMI (kg/m2),Tropical Latin America,Male,80 to 100,1.05
Ischemic Stroke,Mean BMI (kg/m2),Tropical Latin America,Female,30 to 39,1.14
Ischemic Stroke,Mean BMI (kg/m2),Tropical Latin America,Female,40 to 49,1.14
Ischemic Stroke,Mean BMI (kg/m2),Tropical Latin America,Female,50 to 59,1.1
Ischemic Stroke,Mean BMI (kg/m2),Tropical Latin America,Female,60 to 69,1.08
Ischemic Stroke,Mean BMI (kg/m2),Tropical Latin America,Female,70 to 79,1.05
Ischemic Stroke,Mean BMI (kg/m2),Tropical Latin America,Female,80 to 100,1.05
Breast Cancer,Mean BMI (kg/m2),Tropical Latin America,Female,40 to 49,1.02
Breast Cancer,Mean BMI (kg/m2),Tropical Latin America,Female,50 to 59,1.02
Breast Cancer,Mean BMI (kg/m2),Tropical Latin America,Female,60 to 69,1.02
Breast Cancer,Mean BMI (kg/m2),Tropical Latin America,Female,70 to 79,1.02
Breast Cancer,Mean BMI (kg/m2),Tropical Latin America,Female,80 to 100,1.02
Cervical Cancer,Mean BMI (kg/m2),Tropical Latin America,Female,15 to 19,1.1
Cervical Cancer,Mean BMI (kg/m2),Tropical Latin America,Female,20 to 24,1.1
Cervical Cancer,Mean BMI (kg/m2),Tropical Latin America,Female,25 to 29,1.1
Cervical Cancer,Mean BMI (kg/m2),Tropical Latin America,Female,30 to 39,1.1
Cervical Cancer,Mean BMI (kg/m2),Tropical Latin America,Female,40 to 49,1.1
Cervical Cancer,Mean BMI (kg/m2),Tropical Latin America,Female,50 to 59,1.1
Cervical Cancer,Mean BMI (kg/m2),Tropical Latin America,Female,60 to 69,1.1
Cervical Cancer,Mean BMI (kg/m2),Tropical Latin America,Female,70 to 79,1.1
Cervical Cancer,Mean BMI (kg/m2),Tropical Latin America,Female,80 to 100,1.1
Colorectal Cancer,Mean BMI (kg/m2),Tropical Latin America,Male,30 to 39,1.03
Colorectal Cancer,Mean BMI (kg/m2),Tropical Latin America,Male,40 to 49,1.03
Colorectal Cancer,Mean BMI (kg/m2),Tropical Latin America,Male,50 to 59,1.03
Colorectal Cancer,Mean BMI (kg/m2),Tropical Latin America,Male,60 to 69,1.03
Colorectal Cancer,Mean BMI (kg/m2),Tropical Latin America,Male,70 to 79,1.03
Colorectal Cancer,Mean BMI (kg/m2),Tropical Latin America,Male,80 to 100,1.03
Colorectal Cancer,Mean BMI (kg/m2),Tropical Latin America,Female,30 to 39,1.03
Colorectal Cancer,Mean BMI (kg/m2),Tropical Latin America,Female,40 to 49,1.03
Colorectal Cancer,Mean BMI (kg/m2),Tropical Latin America,Female,50 to 59,1.03
Colorectal Cancer,Mean BMI (kg/m2),Tropical Latin America,Female,60 to 69,1.03
Colorectal Cancer,Mean BMI (kg/m2),Tropical Latin America,Female,70 to 79,1.03
Colorectal Cancer,Mean BMI (kg/m2),Tropical Latin America,Female,80 to 100,1.03
Diabetes,Mean BMI (kg/m2),Tropical Latin America,Male,30 to 39,1.2
Diabetes,Mean BMI (kg/m2),Tropical Latin America,Male,40 to 49,1.2
Diabetes,Mean BMI (kg/m2),Tropical Latin America,Male,50 to 59,1.2
Diabetes,Mean BMI (kg/m2),Tropical Latin America,Male,60 to 69,1.16
Diabetes,Mean BMI (kg/m2),Tropical Latin America,Male,70 to 79,1.11
Diabetes,Mean BMI (kg/m2),Tropical Latin America,Male,80 to 100,1.11
Diabetes,Mean BMI (kg/m2),Tropical Latin America,Female,30 to 39,1.2
Diabetes,Mean BMI (kg/m2),Tropical Latin America,Female,40 to 49,1.2
Ischemic Heart Disease,Mean BMI (kg/m2),Western Europe,Male,30 to 39,1.14
Ischemic Heart Disease,Mean BMI (kg/m2),Western Europe,Male,40 to 49,1.14
Ischemic Heart Disease,Mean BMI (kg/m2),Western Europe,Male,50 to 59,1.09
Ischemic Heart Disease,Mean BMI (kg/m2),Western Europe,Male,60 to 69,1.08
Ischemic Heart Disease,Mean BMI (kg/m2),Western Europe,Male,70 to 79,1.05
Ischemic Heart Disease,Mean BMI (kg/m2),Western Europe,Male,80 to 100,1.05
Ischemic Heart Disease,Mean BMI (kg/m2),Western Europe,Female,30 to 39,1.14
Ischemic Heart Disease,Mean BMI (kg/m2),Western Europe,Female,40 to 49,1.14
Ischemic Heart Disease,Mean BMI (kg/m2),Western Europe,Female,50 to 59,1.09
Ischemic Heart Disease,Mean BMI (kg/m2),Western Europe,Female,60 to 69,1.08
Ischemic Heart Disease,Mean BMI (kg/m2),Western Europe,Female,70 to 79,1.05
Ischemic Heart Disease,Mean BMI (kg/m2),Western Europe,Female,80 to 100,1.05
Ischemic Stroke,Mean BMI (kg/m2),Western Europe,Male,30 to 39,1.14
Ischemic Stroke,Mean BMI (kg/m2),Western Europe,Male,40 to 49,1.14
Ischemic Stroke,Mean BMI (kg/m2),Western Europe,Male,50 to 59,1.1
Ischemic Stroke,Mean BMI (kg/m2),Western Europe,Male,60 to 69,1.08
Ischemic Stroke,Mean BMI (kg/m2),Western Europe,Male,70 to 79,1.05
Ischemic Stroke,Mean BMI (kg/m2),Western Europe,Male,80 to 100,1.05
Ischemic Stroke,Mean BMI (kg/m2),Western Europe,Female,30 to 39,1.14
Ischemic Stroke,Mean BMI (kg/m2),Western Europe,Female,40 to 49,1.14
Ischemic Stroke,Mean BMI (kg/m2),Western Europe,Female,50 to 59,1.1
Ischemic Stroke,Mean BMI (kg/m2),Western Europe,Female,60 to 69,1.08
Ischemic Stroke,Mean BMI (kg/m2),Western Europe,Female,70 to 79,1.05
Ischemic Stroke,Mean BMI (kg/m2),Western Europe,Female,80 to 100,1.05
Breast Cancer,Mean BMI (kg/m2),Western Europe,Female,40 to 49,1.02
Breast Cancer,Mean BMI (kg/m2),Western Europe,Female,50 to 59,1.02
Breast Cancer,Mean BMI (kg/m2),Western Europe,Female,60 to 69,1.02
Breast Cancer,Mean BMI (kg/m2),Western Europe,Female,70 to 79,1.02
Breast Cancer,Mean BMI (kg/m2),Western Europe,Female,80 to 100,1.02
Cervical Cancer,Mean BMI (kg/m2),Western Europe,Female,15 to 19,1.1
Cervical Cancer,Mean BMI (kg/m2),Western Europe,Female,20 to 24,1.1
Cervical Cancer,Mean BMI (kg/m2),Western Europe,Female,25 to 29,1.1
Cervical Cancer,Mean BMI (kg/m2),Western Europe,Female,30 to 39,1.1
Cervical Cancer,Mean BMI (kg/m2),Western Europe,Female,40 to 49,1.1
Cervical Cancer,Mean BMI (kg/m2),Western Europe,Female,50 to 59,1.1
Cervical Cancer,Mean BMI (kg/m2),Western Europe,Female,60 to 69,1.1
Cervical Cancer,Mean BMI (kg/m2),Western Europe,Female,70 to 79,1.1
Cervical Cancer,Mean BMI (kg/m2),Western Europe,Female,80 to 100,1.1
Colorectal Cancer,Mean BMI (kg/m2),Western Europe,Male,30 to 39,1.03
Colorectal Cancer,Mean BMI (kg/m2),Western Europe,Male,40 to 49,1.03
Colorectal Cancer,Mean BMI (kg/m2),Western Europe,Male,50 to 59,1.03
Colorectal Cancer,Mean BMI (kg/m2),Western Europe,Male,60 to 69,1.03
Colorectal Cancer,Mean BMI (kg/m2),Western Europe,Male,70 to 79,1.03
Colorectal Cancer,Mean BMI (kg/m2),Western Europe,Male,80 to 100,1.03
Colorectal Cancer,Mean BMI (kg/m2),Western Europe,Female,30 to 39,1.03
Colorectal Cancer,Mean BMI (kg/m2),Western Europe,Female,40 to 49,1.03
Colorectal Cancer,Mean BMI (kg/m2),Western Europe,Female,50 to 59,1.03
Colorectal Cancer,Mean BMI (kg/m2),Western Europe,Female,60 to 69,1.03
Colorectal Cancer,Mean BMI (kg/m2),Western Europe,Female,70 to 79,1.03
Colorectal Cancer,Mean BMI (kg/m2),Western Europe,Female,80 to 100,1.03
Diabetes,Mean BMI (kg/m2),Western Europe,Male,30 to 39,1.2
Diabetes,Mean BMI (kg/m2),Western Europe,Male,40 to 49,1.2
Diabetes,Mean BMI (kg/m2),Western Europe,Male,50 to 59,1.2
Diabetes,Mean BMI (kg/m2),Western Europe,Male,60 to 69,1.16
Diabetes,Mean BMI (kg/m2),Western Europe,Male,70 to 79,1.11
Diabetes,Mean BMI (kg/m2),Western Europe,Male,80 to 100,1.11
Diabetes,Mean BMI (kg/m2),Western Europe,Female,30 to 39,1.2
Diabetes,Mean BMI (kg/m2),Western Europe,Female,40 to 49,1.2
Ischemic Heart Disease,Mean BMI (kg/m2),Western sub-Saharan Africa,Male,30 to 39,1.14
Ischemic Heart Disease,Mean BMI (kg/m2),Western sub-Saharan Africa,Male,40 to 49,1.14
Ischemic Heart Disease,Mean BMI (kg/m2),Western sub-Saharan Africa,Male,50 to 59,1.09
Ischemic Heart Disease,Mean BMI (kg/m2),Western sub-Saharan Africa,Male,60 to 69,1.08
Ischemic Heart Disease,Mean BMI (kg/m2),Western sub-Saharan Africa,Male,70 to 79,1.05
Ischemic Heart Disease,Mean BMI (kg/m2),Western sub-Saharan Africa,Male,80 to 100,1.05
Ischemic Heart Disease,Mean BMI (kg/m2),Western sub-Saharan Africa,Female,30 to 39,1.14
Ischemic Heart Disease,Mean BMI (kg/m2),Western sub-Saharan Africa,Female,40 to 49,1.14
Ischemic Heart Disease,Mean BMI (kg/m2),Western sub-Saharan Africa,Female,50 to 59,1.09
Ischemic Heart Disease,Mean BMI (kg/m2),Western sub-Saharan Africa,Female,60 to 69,1.08
Ischemic Heart Disease,Mean BMI (kg/m2),Western sub-Saharan Africa,Female,70 to 79,1.05
Ischemic Heart Disease,Mean BMI (kg/m2),Western sub-Saharan Africa,Female,80 to 100,1.05
Ischemic Stroke,Mean BMI (kg/m2),Western sub-Saharan Africa,Male,30 to 39,1.14
Ischemic Stroke,Mean BMI (kg/m2),Western sub-Saharan Africa,Male,40 to 49,1.14
Ischemic Stroke,Mean BMI (kg/m2),Western sub-Saharan Africa,Male,50 to 59,1.1
Ischemic Stroke,Mean BMI (kg/m2),Western sub-Saharan Africa,Male,60 to 69,1.08
Ischemic Stroke,Mean BMI (kg/m2),Western sub-Saharan Africa,Male,70 to 79,1.05
Ischemic Stroke,Mean BMI (kg/m2),Western sub-Saharan Africa,Male,80 to 100,1.05
Ischemic Stroke,Mean BMI (kg/m2),Western sub-Saharan Africa,Female,30 to 39,1.14
Ischemic Stroke,Mean BMI (kg/m2),Western sub-Saharan Africa,Female,40 to 49,1.14
Ischemic Stroke,Mean BMI (kg/m2),Western sub-Saharan Africa,Female,50 to 59,1.1
Ischemic Stroke,Mean BMI (kg/m2),Western sub-Saharan Africa,Female,60 to 69,1.08
Ischemic Stroke,Mean BMI (kg/m2),Western sub-Saharan Africa,Female,70 to 79,1.05
Ischemic Stroke,Mean BMI (kg/m2),Western sub-Saharan Africa,Female,80 to 100,1.05
Breast Cancer,Mean BMI (kg/m2),Western sub-Saharan Africa,Female,40 to 49,1.02
Breast Cancer,Mean BMI (kg/m2),Western sub-Saharan Africa,Female,50 to 59,1.02
Breast Cancer,Mean BMI (kg/m2),Western sub-Saharan Africa,Female,60 to 69,1.02
Breast Cancer,Mean BMI (kg/m2),Western sub-Saharan Africa,Female,70 to 79,1.02
Breast Cancer,Mean BMI (kg/m2),Western sub-Saharan Africa,Female,80 to 100,1.02
Cervical Cancer,Mean BMI (kg/m2),Western sub-Saharan Africa,Female,15 to 19,1.1
Cervical Cancer,Mean BMI (kg/m2),Western sub-Saharan Africa,Female,20 to 24,1.1
Cervical Cancer,Mean BMI (kg/m2),Western sub-Saharan Africa,Female,25 to 29,1.1
Cervical Cancer,Mean BMI (kg/m2),Western sub-Saharan Africa,Female,30 to 39,1.1
Cervical Cancer,Mean BMI (kg/m2),Western sub-Saharan Africa,Female,40 to 49,1.1
Cervical Cancer,Mean BMI (kg/m2),Western sub-Saharan Africa,Female,50 to 59,1.1
Cervical Cancer,Mean BMI (kg/m2),Western sub-Saharan Africa,Female,60 to 69,1.1
Cervical Cancer,Mean BMI (kg/m2),Western sub-Saharan Africa,Female,70 to 79,1.1
Cervical Cancer,Mean BMI (kg/m2),Western sub-Saharan Africa,Female,80 to 100,1.1
Colorectal Cancer,Mean BMI (kg/m2),Western sub-Saharan Africa,Male,30 to 39,1.03
Colorectal Cancer,Mean BMI (kg/m2),Western sub-Saharan Africa,Male,40 to 49,1.03
Colorectal Cancer,Mean BMI (kg/m2),Western sub-Saharan Africa,Male,50 to 59,1.03
Colorectal Cancer,Mean BMI (kg/m2),Western sub-Saharan Africa,Male,60 to 69,1.03
Colorectal Cancer,Mean BMI (kg/m2),Western sub-Saharan Africa,Male,70 to 79,1.03
Colorectal Cancer,Mean BMI (kg/m2),Western sub-Saharan Africa,Male,80 to 100,1.03
Colorectal Cancer,Mean BMI (kg/m2),Western sub-Saharan Africa,Female,30 to 39,1.03
Colorectal Cancer,Mean BMI (kg/m2),Western sub-Saharan Africa,Female,40 to 49,1.03
Colorectal Cancer,Mean BMI (kg/m2),Western sub-Saharan Africa,Female,50 to 59,1.03
Colorectal Cancer,Mean BMI (kg/m2),Western sub-Saharan Africa,Female,60 to 69,1.03
Colorectal Cancer,Mean BMI (kg/m2),Western sub-Saharan Africa,Female,70 to 79,1.03
Colorectal Cancer,Mean BMI (kg/m2),Western sub-Saharan Africa,Female,80 to 100,1.03
Diabetes,Mean BMI (kg/m2),Western sub-Saharan Africa,Male,30 to 39,1.2
Diabetes,Mean BMI (kg/m2),Western sub-Saharan Africa,Male,40 to 49,1.2
Diabetes,Mean BMI (kg/m2),Western sub-Saharan Africa,Male,50 to 59,1.2
Diabetes,Mean BMI (kg/m2),Western sub-Saharan Africa,Male,60 to 69,1.16
Diabetes,Mean BMI (kg/m2),Western sub-Saharan Africa,Male,70 to 79,1.11
Diabetes,Mean BMI (kg/m2),Western sub-Saharan Africa,Male,80 to 100,1.11
Diabetes,Mean BMI (kg/m2),Western sub-Saharan Africa,Female,30 to 39,1.2
Diabetes,Mean BMI (kg/m2),Western sub-Saharan Africa,Female,40 to 49,1.2
